,Positive Scores,Negative Scores,Neutral Scores,Compound Scores,individual ratings
874,0,0,1,0,4
875,0,1,0,-0.4939,10
876,0,0,1,0,5
877,0.804,0,0.196,0.8481,10
878,0.487,0,0.513,0.6908,10
879,0,0,1,0,8
880,1,0,0,0.4404,9.6
881,0.762,0,0.238,0.4927,7
882,0.762,0,0.238,0.4927,8
883,0.293,0,0.707,0.4404,8
884,1,0,0,0.5719,6
885,0.144,0.138,0.718,0.0232,9
886,1,0,0,0.3182,4
887,0,0,1,0,5
888,1,0,0,0.4404,10
889,1,0,0,0.4404,7
890,1,0,0,0.4404,7
891,0.762,0,0.238,0.4927,7
892,1,0,0,0.5106,8.3
893,0.157,0,0.843,0.4215,6
894,1,0,0,0.5719,9
895,1,0,0,0.5106,9
896,0,1,0,-0.4767,6.7
897,0.762,0,0.238,0.4927,3
898,0,0.778,0.222,-0.5423,8
899,0.762,0,0.238,0.4927,2
900,0,1,0,-0.4767,3
901,0,0,1,0,1
902,1,0,0,0.4404,10
903,0.762,0,0.238,0.4927,7
904,0,1,0,-0.4939,8
905,1,0,0,0.5719,4
906,0,0,1,0,9
907,1,0,0,0.5719,10
908,0.382,0,0.618,0.4753,9
909,1,0,0,0.5719,10
910,0,0,1,0,9
911,0.688,0,0.312,0.296,10
912,0.762,0,0.238,0.4927,9
913,0,1,0,-0.4939,8
914,0.3,0,0.7,0.807,4
915,0,0,1,0,9
916,0.333,0,0.667,0.3612,10
917,0.206,0.402,0.392,-0.4588,9
918,1,0,0,0.5719,1
919,0,0.744,0.256,-0.4404,9
920,0,0,1,0,3
921,0.737,0,0.263,0.9042,10
922,0,0,1,0,10
923,0.437,0,0.563,0.9081,10
924,0,0,1,0,10
925,0.697,0,0.303,0.7845,10
926,0.649,0,0.351,0.8126,10
927,1,0,0,0.5719,7
928,0.602,0,0.398,0.7233,9
929,0,0,1,0,8.8
930,1,0,0,0.4215,10
931,0.804,0,0.196,0.6239,8
932,1,0,0,0.5719,9
933,0.54,0,0.46,0.3291,8.8
934,0.623,0,0.377,0.5106,6.7
935,0,0,1,0,8
936,0.583,0,0.417,0.6369,10
937,1,0,0,0.4019,10
938,1,0,0,0.5719,9
939,0.762,0,0.238,0.4927,9.2
940,0.483,0.232,0.284,0.743,8
941,1,0,0,0.5719,8
942,0,0,1,0,9.2
943,0,0,1,0,8
944,0,0,1,0,10
945,0,0,1,0,9.6
946,1,0,0,0.5719,10
947,0.762,0,0.238,0.4927,9.2
948,1,0,0,0.5719,8.3
949,0.762,0,0.238,0.4927,9.2
950,1,0,0,0.4404,8
951,0.762,0,0.238,0.4927,7.1
952,1,0,0,0.4404,8
953,0,0,1,0,7.9
954,1,0,0,0.5719,10
955,0.594,0,0.406,0.6588,9
956,0,0,1,0,10
957,0,0,1,0,10
958,1,0,0,0.4404,10
959,1,0,0,0.5719,7
960,1,0,0,0.5719,9
961,0.174,0,0.826,0.2732,9
962,0.762,0,0.238,0.4927,8
963,1,0,0,0.5719,8
964,0.762,0,0.238,0.4927,8.8
965,1,0,0,0.5719,8.3
966,0.762,0,0.238,0.4927,9
967,0.762,0,0.238,0.4927,8
968,1,0,0,0.5719,8.3
969,0.762,0,0.238,0.4927,9
970,0,0,1,0,8
971,1,0,0,0.3182,10
972,0.56,0,0.44,0.8807,4
973,0.762,0,0.238,0.4927,8
974,1,0,0,0.4404,8
975,0,0,1,0,7.9
976,1,0,0,0.5719,9.6
977,0.106,0,0.894,0.2263,9.2
978,1,0,0,0.5719,8
979,0.555,0,0.445,0.9098,9
980,1,0,0,0.5719,10
981,0.762,0,0.238,0.4927,9
982,0,0,1,0,8
983,1,0,0,0.4404,10
984,0.762,0,0.238,0.4927,7.5
985,0.481,0,0.519,0.5719,8
986,0,0,1,0,9.2
987,1,0,0,0.5719,10
988,0,0,1,0,9.2
989,0,0,1,0,9.6
990,0.762,0,0.238,0.4927,10
991,0.762,0,0.238,0.4927,8
992,0,0,1,0,8.3
993,0,0,1,0,10
994,1,0,0,0.5719,10
995,1,0,0,0.4404,9
996,0.762,0,0.238,0.4927,7.5
997,1,0,0,0.5719,8.3
998,0.544,0,0.456,0.7159,9
999,1,0,0,0.4588,10
1000,0,1,0,-0.5423,1
1001,0,0,1,0,10
1002,1,0,0,0.5719,9
1003,0.762,0,0.238,0.4927,8
1004,0.762,0,0.238,0.4927,8
1005,0.762,0,0.238,0.4927,8
1006,0.762,0,0.238,0.4927,8
1007,1,0,0,0.5719,8.8
1008,0.42,0,0.58,0.6996,7
1009,0.762,0,0.238,0.4927,8
1010,0.738,0,0.262,0.858,10
1011,1,0,0,0.4404,7.1
1012,1,0,0,0.5719,9
1013,1,0,0,0.4404,7
1014,1,0,0,0.5719,9.2
1015,0.762,0,0.238,0.4927,8
1016,1,0,0,0.4404,7.9
1017,1,0,0,0.5719,8.8
1018,0,0,1,0,10
1019,0,0,1,0,7
1020,1,0,0,0.3182,5
1021,0.444,0,0.556,0.749,8
1022,0,1,0,-0.4767,3
1023,1,0,0,0.4404,7.9
1024,1,0,0,0.5719,9.2
1025,1,0,0,0.5719,9
1026,0,0,1,0,10
1027,1,0,0,0.4404,7.1
1028,0,0,1,0,9.6
1029,1,0,0,0.5719,9.2
1030,0,0,1,0,10
1031,0.762,0,0.238,0.4927,8
1032,0.762,0,0.238,0.4927,8.3
1033,0,0,1,0,9.6
1034,1,0,0,0.3182,5
1035,0.596,0,0.404,0.8957,8
1036,1,0,0,0.5719,8.8
1037,1,0,0,0.2263,5.8
1038,1,0,0,0.5719,9.2
1039,0,0,1,0,9
1040,1,0,0,0.5719,9
1041,1,0,0,0.5719,8.8
1042,0,0,1,0,9.6
1043,0.762,0,0.238,0.4927,8.3
1044,0,0,1,0,5
1045,0.492,0,0.508,0.4404,9
1046,0,0,1,0,10
1047,0.762,0,0.238,0.4927,8
1048,0.762,0,0.238,0.4927,8
1049,0.762,0,0.238,0.4927,8
1050,0,1,0,-0.5423,1
1051,1,0,0,0.4404,7
1052,0,0,1,0,10
1053,0,0,1,0,10
1054,0.382,0.114,0.503,0.5667,8
1055,0.181,0.368,0.452,-0.4404,6
1056,0,0,1,0,9.2
1057,0.762,0,0.238,0.4927,8
1058,1,0,0,0.5719,9.2
1059,0,0,1,0,10
1060,1,0,0,0.5106,6
1061,1,0,0,0.4404,7.9
1062,0.403,0,0.597,0.4019,8
1063,0.762,0,0.238,0.4927,8
1064,0,0,1,0,10
1065,0,0,1,0,3
1066,1,0,0,0.5719,9
1067,1,0,0,0.4404,8
1068,0,0,1,0,9.6
1069,1,0,0,0.5719,9
1070,0,0.772,0.228,-0.5256,2.9
1071,0.744,0,0.256,0.4404,6
1072,0,0,1,0,9.6
1073,1,0,0,0.4404,7
1074,0,0,1,0,6.2
1075,0,0,1,0,9.6
1076,0,0.772,0.228,-0.5256,2
1077,0,0,1,0,10
1078,0,0.655,0.345,-0.5849,1
1079,1,0,0,0.5106,6.2
1080,1,0,0,0.5719,9.2
1081,0.198,0.16,0.642,0.1783,10
1082,0,0,1,0,10
1083,0,0,1,0,10
1084,0.258,0.167,0.574,0.2263,7
1085,0,0,1,0,10
1086,0.268,0,0.732,0.296,6
1087,0.762,0,0.238,0.4927,8
1088,0.142,0,0.858,0.2057,8
1089,0.42,0,0.58,0.4404,8
1090,1,0,0,0.5719,9
1091,0.623,0,0.377,0.5106,10
1092,0.488,0,0.512,0.7707,9
1093,1,0,0,0.5719,9.2
1094,0,0,1,0,10
1095,0,0,1,0,9.6
1096,0.762,0,0.238,0.4927,8.3
1097,1,0,0,0.5719,9.2
1098,0.762,0,0.238,0.4927,8.3
1099,1,0,0,0.4404,7
1100,0,0,1,0,10
1101,0,1,0,-0.4939,4
1102,1,0,0,0.5719,9
1103,0.762,0,0.238,0.4927,8
1104,1,0,0,0.3182,5
1105,0,1,0,-0.4939,4
1106,0,0,1,0,10
1107,1,0,0,0.3182,5
1108,1,0,0,0.3182,5
1109,0,1,0,-0.5423,1
1110,1,0,0,0.5719,9
1111,0.655,0,0.345,0.2263,8
1112,1,0,0,0.5719,9
1113,1,0,0,0.4404,7
1114,0.225,0,0.775,0.4404,3
1115,1,0,0,0.5106,6
1116,0.179,0,0.821,0.2421,5
1117,1,0,0,0.4404,7
1118,0.762,0,0.238,0.4927,8
1119,1,0,0,0.5106,6
1120,0.762,0,0.238,0.4927,8
1121,0.615,0,0.385,0.4926,5
1122,1,0,0,0.5719,9
1123,0.244,0,0.756,0.4404,8
1124,1,0,0,0.3182,5
1125,0.762,0,0.238,0.4927,8
1126,0.762,0,0.238,0.4927,8
1127,0.753,0,0.247,0.7269,7
1128,0,0.614,0.386,-0.1511,1
1129,0,0,1,0,10
1130,1,0,0,0.4404,7
1131,0.276,0,0.724,0.6369,10
1132,0.266,0,0.734,0.4404,5
1133,0,0,1,0,10
1134,1,0,0,0.4404,7
1135,0.762,0,0.238,0.4927,8
1136,0,0,1,0,10
1137,0.762,0,0.238,0.4927,8
1138,0,0,1,0,9
1139,0.762,0,0.238,0.4927,8
1140,0.624,0,0.376,0.807,10
1141,1,0,0,0.5719,8.8
1142,0,0,1,0,10
1143,0.744,0,0.256,0.4404,9
1144,0.762,0,0.238,0.4927,8
1145,0,0,1,0,10
1146,0,1,0,-0.4767,3
1147,0.722,0,0.278,0.3802,10
1148,0,0,1,0,10
1149,1,0,0,0.4404,7.9
1150,1,0,0,0.4404,7.9
1151,1,0,0,0.4404,7.9
1152,0,0,1,0,10
1153,1,0,0,0.4404,7.9
1154,0.762,0,0.238,0.4927,8
1155,0,0,1,0,10
1156,1,0,0,0.2263,5.8
1157,0.367,0,0.633,0.4404,9
1158,1,0,0,0.4404,7.9
1159,0,0,1,0,10
1160,0.767,0,0.233,0.5106,8.3
1161,0,0,1,0,9.2
1162,1,0,0,0.4215,7
1163,0.762,0,0.238,0.4927,8
1164,1,0,0,0.4404,7
1165,0,1,0,-0.4939,4
1166,0,1,0,-0.296,2.5
1167,0.538,0,0.462,0.7901,10
1168,0,0,1,0,10
1169,0,0,1,0,10
1170,0,0,1,0,10
1171,1,0,0,0.5719,9
1172,1,0,0,0.4404,7
1173,1,0,0,0.5719,9
1174,1,0,0,0.5719,9
1175,1,0,0,0.4404,7.5
1176,0.552,0,0.448,0.5719,8
1177,1,0,0,0.4404,7.1
1178,0,0,1,0,9
1179,0.457,0,0.543,0.6369,10
1180,1,0,0,0.4404,7
1181,0,0,1,0,10
1182,0.762,0,0.238,0.4927,8
1183,0,0,1,0,10
1184,0,0,1,0,10
1185,1,0,0,0.5719,9
1186,0,0,1,0,8
1187,1,0,0,0.4404,7.9
1188,1,0,0,0.4404,7
1189,1,0,0,0.4404,7.5
1190,1,0,0,0.4404,7.5
1191,1,0,0,0.5719,9.2
1192,0.762,0,0.238,0.4927,8
1193,0.737,0,0.263,0.4215,7
1194,0.762,0,0.238,0.4927,8.3
1195,1,0,0,0.4404,7.9
1196,0.804,0,0.196,0.6249,10
1197,0.344,0,0.656,0.6369,8.3
1198,0.762,0,0.238,0.4927,8
1199,1,0,0,0.4404,7.1
1200,0,0,1,0,10
1201,1,0,0,0.4404,7
1202,0.762,0,0.238,0.4927,8
1203,0.762,0,0.238,0.4927,8
1204,1,0,0,0.4404,7
1205,1,0,0,0.4404,7
1206,0.762,0,0.238,0.4927,8
1207,1,0,0,0.5719,9
1208,0.762,0,0.238,0.4927,8
1209,0,0,1,0,10
1210,1,0,0,0.4404,7
1211,0.762,0,0.238,0.4927,8
1212,0.762,0,0.238,0.4927,8
1213,0.316,0,0.684,0.2144,8
1214,1,0,0,0.5719,9
1215,0,0,1,0,10
1216,0,0,1,0,10
1217,0,0,0,0,10
1218,0.309,0.103,0.588,0.5859,3
1219,0,0,1,0,10
1220,0.762,0,0.238,0.4927,8
1221,1,0,0,0.5719,9
1222,1,0,0,0.5719,9
1223,0,0,1,0,10
1224,0.762,0,0.238,0.4927,8
1225,0.294,0,0.706,0.6124,10
1226,0,0,1,0,10
1227,1,0,0,0.5719,9
1228,1,0,0,0.5719,9
1229,0.137,0,0.863,0.2263,8
1230,0,0,1,0,8
1231,0.762,0,0.238,0.4927,8
1232,0.762,0,0.238,0.4927,8
1233,1,0,0,0.5719,9
1234,0.762,0,0.238,0.4927,8
1235,0.762,0,0.238,0.4927,8
1236,0.762,0,0.238,0.4927,8
1237,0.744,0,0.256,0.4404,10
1238,1,0,0,0.5719,9
1239,0.769,0,0.231,0.7688,8
1240,0,0,1,0,10
1241,0,0,1,0,10
1242,1,0,0,0.5719,9
1243,0,0,1,0,10
1244,0.762,0,0.238,0.4927,8
1245,1,0,0,0.5719,9
1246,1,0,0,0.3182,5
1247,0.762,0,0.238,0.4927,8
1248,0.762,0,0.238,0.4927,8
1249,1,0,0,0.5719,9
1250,0.252,0,0.748,0.5719,8
1251,1,0,0,0.5719,9
1252,1,0,0,0.5719,9
1253,0.762,0,0.238,0.4927,8
1254,0.762,0,0.238,0.4927,8
1255,1,0,0,0.3182,5
1256,0.762,0,0.238,0.4927,8
1257,0.762,0,0.238,0.4927,8
1258,0,0,1,0,10
1259,0.782,0,0.218,0.5563,10
1260,0,0,1,0,10
1261,1,0,0,0.296,3
1262,0.762,0,0.238,0.4927,8
1263,0,0,1,0,10
1264,1,0,0,0.3182,5
1265,1,0,0,0.5719,9
1266,0,0,1,0,10
1267,0.762,0,0.238,0.4927,8
1268,0,0,1,0,10
1269,0,0,1,0,10
1270,0.639,0,0.361,0.6486,8
1271,0,0,1,0,10
1272,1,0,0,0.4404,7
1273,1,0,0,0.5719,8.8
1274,0.762,0,0.238,0.4927,8
1275,1,0,0,0.5719,9.2
1276,1,0,0,0.4404,7.1
1277,0.149,0,0.851,0.4215,8
1278,1,0,0,0.4404,7.5
1279,0.435,0,0.565,0.6597,8.8
1280,0.259,0,0.741,0.4215,7.9
1281,1,0,0,0.2263,5.8
1282,1,0,0,0.5719,8.8
1283,1,0,0,0.4404,7.9
1284,1,0,0,0.4404,7.5
1285,0.39,0,0.61,0.4939,8
1286,0.305,0,0.695,0.4497,8
1287,0,0,1,0,10
1288,1,0,0,0.4404,7.1
1289,1,0,0,0.3182,5.4
1290,1,0,0,0.4404,7.1
1291,0.737,0,0.263,0.6808,7.9
1292,1,0,0,0.4404,7.9
1293,1,0,0,0.5719,8.8
1294,1,0,0,0.5106,6.2
1295,0.762,0,0.238,0.4927,8.3
1296,1,0,0,0.4404,8
1297,0,0,1,0,10
1298,1,0,0,0.5719,8.8
1299,0.367,0,0.633,0.4404,5.4
1300,0.762,0,0.238,0.4927,8
1301,0.762,0,0.238,0.4927,8
1302,1,0,0,0.4404,7
1303,0.762,0,0.238,0.4927,8
1304,0.762,0,0.238,0.4927,8
1305,0.583,0,0.417,0.8126,8
1306,0.389,0,0.611,0.8516,10
1307,0,1,0,-0.4767,3
1308,0.804,0,0.196,0.6249,10
1309,1,0,0,0.5719,9
1310,0.825,0,0.175,0.8555,10
1311,0,0,1,0,10
1312,0,0,1,0,10
1313,1,0,0,0.4404,7
1314,0,0,1,0,10
1315,0.762,0,0.238,0.4927,8
1316,1,0,0,0.5719,9
1317,0.762,0,0.238,0.4927,8
1318,0.777,0,0.223,0.54,9
1319,1,0,0,0.4404,7
1320,0,0,1,0,10
1321,0,0,1,0,10
1322,1,0,0,0.5719,9
1323,0,0,1,0,10
1324,0.77,0,0.23,0.7712,8.8
1325,0.649,0,0.351,0.5719,10
1326,1,0,0,0.6249,10
1327,0.743,0,0.257,0.8268,8
1328,0.762,0,0.238,0.4927,8.3
1329,0.294,0.338,0.368,-0.122,7.1
1330,1,0,0,0.4404,7
1331,0,0,1,0,10
1332,1,0,0,0.5719,9
1333,1,0,0,0.4588,7
1334,1,0,0,0.5719,9.2
1335,0,0,1,0,9.6
1336,0.672,0,0.328,0.6249,7.5
1337,0.517,0,0.483,0.8176,10
1338,1,0,0,0.5719,9
1339,0.762,0,0.238,0.4927,8
1340,1,0,0,0.4404,7.5
1341,1,0,0,0.5719,9.2
1342,0.669,0,0.331,0.7964,9
1343,0,0,1,0,10
1344,1,0,0,0.5719,9.2
1345,1,0,0,0.4404,7.5
1346,1,0,0,0.4404,7
1347,1,0,0,0.4404,7.1
1348,0,0,1,0,9.6
1349,0.762,0,0.238,0.4927,8.3
1350,0.762,0,0.238,0.4927,8
1351,1,0,0,0.5719,9
1352,0.762,0,0.238,0.4927,8
1353,1,0,0,0.5719,8.8
1354,0,0,1,0,10
1355,0,1,0,-0.4939,4
1356,1,0,0,0.4404,7.5
1357,0,0,1,0,10
1358,0.762,0,0.238,0.4927,8
1359,1,0,0,0.2263,5.8
1360,0,0,1,0,10
1361,0.804,0,0.196,0.6249,10
1362,0,0,1,0,10
1363,0.604,0,0.396,0.7269,9.2
1364,0.787,0,0.213,0.5719,8
1365,1,0,0,0.4404,7.1
1366,1,0,0,0.5719,9
1367,0.804,0,0.196,0.6249,9.2
1368,1,0,0,0.5719,8.8
1369,0.63,0,0.37,0.7783,9
1370,1,0,0,0.4404,7.5
1371,1,0,0,0.4404,7.9
1372,0,0,1,0,7
1373,0.6,0,0.4,0.7184,7.1
1374,1,0,0,0.5719,9
1375,0.762,0,0.238,0.4927,8
1376,0,0,1,0,10
1377,1,0,0,0.5719,9
1378,1,0,0,0.4019,8.8
1379,0,0,1,0,10
1380,1,0,0,0.5719,9
1381,0.655,0,0.345,0.6908,9
1382,0,0,1,0,10
1383,0,0,1,0,10
1384,1,0,0,0.3182,5
1385,1,0,0,0.5719,9.2
1386,0,0,1,0,10
1387,0,0,1,0,10
1388,1,0,0,0.4404,7.1
1389,0.405,0,0.595,0.7579,8
1390,0,0,1,0,10
1391,1,0,0,0.5719,9
1392,1,0,0,0.4404,7.9
1393,1,0,0,0.6588,9
1394,0.762,0,0.238,0.4927,8
1395,0.762,0,0.238,0.4927,8.3
1396,0,0,1,0,10
1397,0.762,0,0.238,0.4927,8.3
1398,0,0,1,0,10
1399,1,0,0,0.6249,9
1400,0,0,1,0,8
1401,0,0,1,0,10
1402,0,0,1,0,8
1403,1,0,0,0.5719,9
1404,0,0,1,0,10
1405,1,0,0,0.5719,9
1406,0,1,0,-0.4939,4
1407,0.762,0,0.238,0.4927,8
1408,0.324,0,0.676,0.3384,10
1409,0.225,0,0.775,0.4404,8
1410,0.271,0,0.729,0.7717,10
1411,0.762,0,0.238,0.4927,8
1412,0.649,0,0.351,0.5719,9
1413,0,0,1,0,10
1414,0,0,1,0,10
1415,0,0,1,0,10
1416,0.252,0,0.748,0.5719,10
1417,0,0,1,0,10
1418,0,0,1,0,10
1419,0,0,1,0,10
1420,0,0,1,0,9
1421,1,0,0,0.5106,6
1422,0.857,0,0.143,0.9001,10
1423,1,0,0,0.5719,9
1424,0,0,1,0,10
1425,0,0,1,0,10
1426,0.762,0,0.238,0.4927,8
1427,0.762,0,0.238,0.4927,8
1428,0.762,0,0.238,0.4927,8
1429,0.762,0,0.238,0.4927,8
1430,0,0,1,0,10
1431,0,0,1,0,10
1432,0.255,0,0.745,0.7579,10
1433,0,0,1,0,10
1434,0.762,0,0.238,0.4927,8
1435,0.762,0,0.238,0.4927,8
1436,1,0,0,0.5719,9
1437,1,0,0,0.296,7
1438,0.59,0,0.41,0.8768,8
1439,0,0,1,0,10
1440,0.762,0,0.238,0.4927,8
1441,1,0,0,0.5719,9
1442,0,0,1,0,10
1443,0.451,0,0.549,0.6249,10
1444,0,0,1,0,10
1445,1,0,0,0.5719,9
1446,1,0,0,0.5719,9
1447,0.373,0,0.627,0.7147,10
1448,0.147,0,0.853,0.2263,7
1449,0.787,0,0.213,0.5719,10
1450,0.762,0,0.238,0.4927,8
1451,0.762,0,0.238,0.4927,8
1452,0.487,0,0.513,0.6908,10
1453,0.762,0,0.238,0.4927,8
1454,0.333,0,0.667,0.3612,9
1455,1,0,0,0.5719,9
1456,1,0,0,0.5719,9
1457,1,0,0,0.5719,9
1458,1,0,0,0.5719,9
1459,1,0,0,0.5719,9
1460,0,0,1,0,10
1461,0,0,1,0,10
1462,1,0,0,0.5106,6
1463,0,0,1,0,10
1464,0,0,1,0,10
1465,0,0,1,0,10
1466,0.762,0,0.238,0.4927,10
1467,0,0,1,0,8
1468,0.762,0,0.238,0.4927,10
1469,0,0,1,0,8
1470,1,0,0,0.5719,10
1471,1,0,0,0.5719,9
1472,1,0,0,0.5106,9
1473,1,0,0,0.5719,6
1474,0.474,0,0.526,0.2023,9
1475,0.762,0,0.238,0.4927,10
1476,0.762,0,0.238,0.4927,8
1477,0,0,1,0,8
1478,0,0,1,0,10
1479,0,0,1,0,10
1480,0,0,1,0,10
1481,0,0,1,0,10
1482,0.762,0,0.238,0.4927,10
1483,0.227,0.175,0.598,0.2206,8
1484,1,0,0,0.5719,10
1485,1,0,0,0.5106,9
1486,0,0,1,0,6
1487,0.687,0,0.313,0.2942,10
1488,0.694,0,0.306,0.9274,9
1489,0.762,0,0.238,0.4927,9
1490,1,0,0,0.5719,8
1491,0.658,0,0.342,0.8625,9
1492,0.255,0,0.745,0.6249,8
1493,1,0,0,0.3182,6
1494,0.762,0,0.238,0.4927,5
1495,0,0,1,0,8
1496,1,0,0,0.3182,10
1497,0.762,0,0.238,0.4927,5
1498,0,0,1,0,8
1499,0,0,1,0,10
1500,0.577,0,0.423,0.6249,9
1501,0,0,1,0,10
1502,0,1,0,-0.5423,1
1503,0,0,1,0,10
1504,1,0,0,0.5106,6
1505,0.412,0,0.588,0.4215,10
1506,1,0,0,0.5719,9
1507,0,0,1,0,10
1508,1,0,0,0.5719,9
1509,0.492,0,0.508,0.4404,9
1510,0.762,0,0.238,0.4927,8
1511,1,0,0,0.4404,7
1512,0,0,1,0,10
1513,0,0,1,0,10
1514,0.473,0,0.527,0.6696,10
1515,0.615,0,0.385,0.9148,10
1516,0.762,0,0.238,0.4927,8
1517,1,0,0,0.5719,9
1518,1,0,0,0.5719,9
1519,0.272,0,0.728,0.6808,9
1520,0.506,0,0.494,0.6249,9
1521,0,0,1,0,10
1522,0,0,1,0,8
1523,0,0,1,0,10
1524,1,0,0,0.4404,7
1525,0,0,1,0,10
1526,0,0,1,0,10
1527,0.762,0,0.238,0.4927,8
1528,0,0,1,0,10
1529,0,0,1,0,10
1530,1,0,0,0.5719,9
1531,1,0,0,0.5719,9
1532,0,0,1,0,10
1533,0,0,1,0,10
1534,0.88,0,0.12,0.8074,8
1535,0.762,0,0.238,0.4927,8
1536,1,0,0,0.5719,9
1537,0.451,0,0.549,0.6249,10
1538,0,0,1,0,10
1539,1,0,0,0.5719,9
1540,1,0,0,0.6124,10
1541,0,0,1,0,10
1542,0.592,0,0.408,0.4404,10
1543,0,0,1,0,10
1544,0,0,1,0,10
1545,0,0,1,0,10
1546,0,0,1,0,10
1547,0.77,0,0.23,0.7713,10
1548,1,0,0,0.4404,7
1549,1,0,0,0.743,9
1550,0.762,0,0.238,0.4927,8
1551,0.762,0,0.238,0.4927,8
1552,1,0,0,0.5719,9
1553,0.583,0,0.417,0.4215,9
1554,1,0,0,0.5719,10
1555,1,0,0,0.5719,10
1556,1,0,0,0.5719,9
1557,0.623,0,0.377,0.5106,8
1558,0.439,0,0.561,0.3291,7
1559,0.411,0,0.589,0.4199,10
1560,0.763,0,0.237,0.9167,10
1561,0,1,0,-0.4767,3
1562,1,0,0,0.5719,9
1563,0.307,0,0.693,0.6114,10
1564,1,0,0,0.4404,7
1565,1,0,0,0.5719,9
1566,0.787,0,0.213,0.5719,10
1567,0.762,0,0.238,0.4927,8
1568,0.524,0,0.476,0.296,5
1569,1,0,0,0.5719,9
1570,0,0,1,0,10
1571,0,0,1,0,10
1572,0,0,1,0,10
1573,1,0,0,0.5719,9
1574,0.762,0,0.238,0.4927,8
1575,0,0,1,0,9
1576,0.628,0,0.372,0.9506,9
1577,0.762,0,0.238,0.4927,8
1578,0.508,0,0.492,0.4754,9
1579,1,0,0,0.4404,7
1580,0.577,0,0.423,0.6249,10
1581,1,0,0,0.5719,9
1582,1,0,0,0.5106,6
1583,0,0,1,0,9
1584,0,0,1,0,10
1585,0.762,0,0.238,0.4927,8
1586,0.615,0,0.385,0.4939,9
1587,0,0,1,0,10
1588,1,0,0,0.5719,9
1589,1,0,0,0.6249,10
1590,0.778,0,0.222,0.8885,10
1591,1,0,0,0.5719,9
1592,0,0,1,0,10
1593,0,0,1,0,10
1594,0.787,0,0.213,0.5719,10
1595,0.425,0,0.575,0.8622,9
1596,1,0,0,0.5719,9
1597,0.762,0,0.238,0.4927,8
1598,0,0,1,0,10
1599,0.494,0,0.506,0.9127,9
1600,1,0,0,0.4404,7
1601,1,0,0,0.4404,7
1602,0.457,0,0.543,0.7096,7
1603,0.792,0,0.208,0.5859,5
1604,0,0,1,0,5
1605,1,0,0,0.5106,6
1606,0.767,0,0.233,0.5106,8
1607,0,0,1,0,6
1608,1,0,0,0.5719,9
1609,0.506,0,0.494,0.6249,9
1610,0,0,1,0,7
1611,0.787,0,0.213,0.5719,10
1612,0.726,0,0.274,0.6486,8
1613,0.487,0,0.513,0.6908,7
1614,1,0,0,0.3182,5
1615,0,0,1,0,10
1616,0.762,0,0.238,0.4927,8
1617,1,0,0,0.6114,10
1618,1,0,0,0.4404,7
1619,1,0,0,0.4404,7
1620,0,0,1,0,10
1621,0.649,0,0.351,0.8126,9
1622,0.762,0,0.238,0.4927,8
1623,0,0,1,0,10
1624,1,0,0,0.5106,6
1625,0.35,0,0.65,0.7612,4
1626,0.275,0,0.725,0.2263,8
1627,1,0,0,0.5719,9
1628,0.787,0,0.213,0.5719,10
1629,1,0,0,0.5719,9
1630,1,0,0,0.5106,6
1631,0.574,0,0.426,0.9413,9
1632,0.762,0,0.238,0.4927,8
1633,0.615,0,0.385,0.7184,10
1634,1,0,0,0.5719,9
1635,1,0,0,0.5719,9
1636,1,0,0,0.4404,7
1637,0.762,0,0.238,0.4927,8
1638,1,0,0,0.4404,7
1639,1,0,0,0.4215,8
1640,0,0,1,0,10
1641,1,0,0,0.4404,7
1642,1,0,0,0.5106,6
1643,1,0,0,0.4404,7
1644,0.383,0,0.617,0.7351,7
1645,0,0,1,0,10
1646,0,0,1,0,10
1647,0.762,0,0.238,0.4927,8
1648,0.506,0,0.494,0.6249,8
1649,0,0,1,0,10
1650,0,0,1,0,10
1651,1,0,0,0.4404,7
1652,1,0,0,0.5719,9
1653,0,0,1,0,10
1654,0.762,0,0.238,0.4927,8
1655,1,0,0,0.5719,9
1656,0,0,1,0,10
1657,0.583,0,0.417,0.4215,9
1658,1,0,0,0.4404,7
1659,1,0,0,0.4404,7
1660,1,0,0,0.4215,8
1661,0,0.772,0.228,-0.5256,2
1662,0,0,1,0,2
1663,0,0,1,0,2
1664,0.808,0,0.192,0.4939,4
1665,0.467,0,0.533,0.7296,8
1666,0,0,1,0,10
1667,1,0,0,0.5719,9
1668,0,0,1,0,10
1669,1,0,0,0.5106,6
1670,0,0,1,0,10
1671,0.762,0,0.238,0.4927,8
1672,0.744,0,0.256,0.4404,9
1673,1,0,0,0.5719,9
1674,0.787,0,0.213,0.5719,8
1675,0,0,1,0,10
1676,1,0,0,0.6249,10
1677,0.697,0,0.303,0.7845,9
1678,0.804,0,0.196,0.802,8
1679,0.762,0,0.238,0.4927,8
1680,1,0,0,0.4404,7
1681,0,0,1,0,9
1682,0,0,1,0,10
1683,0.583,0,0.417,0.8555,9
1684,0,0,1,0,10
1685,0.762,0,0.238,0.4927,8
1686,1,0,0,0.5719,9
1687,1,0,0,0.5719,9
1688,0,0,1,0,10
1689,0.592,0,0.408,0.8271,6
1690,0,0.723,0.277,-0.3832,4
1691,0,0,1,0,10
1692,1,0,0,0.5719,9
1693,1,0,0,0.4404,7
1694,0.598,0,0.402,0.942,10
1695,0.762,0,0.238,0.4927,8
1696,0.762,0,0.238,0.4927,8
